Date,User,Tweet,Retweets,Likes,Followers,polarity_score,Classification,Stance_-1to1,Stance_0to100,Stance_weighted_reach
2024-07-09 11:51:31+00:00,1776970347813928960,rt luigirfrm reformdao ensure generated liquidity securely directed towards active market making layer th,37,0,30,0.7717,Neither,0.7717,88.58,304.18258657329426
2024-07-09 11:51:31+00:00,315549385,rt ikariharahara 因みに旧フェレリ現黒兎は今の画像生成aiはアウトになるじゃねーかとキレ散らかしてる 他のai信者は都合が悪いので徹底的に触れない 今の生成aiが手放し合法では無いない事がよく分かるので経産省ガイドラインは国の方針として読んでおいた方,465,0,527,0.0,Neither,0.0,50.0,313.45481418531307
2024-07-09 11:51:28+00:00,1152836242096005120,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,2628,0,386,-0.1779,Neither,-0.1779,41.1,244.89125488352406
2024-07-09 11:51:28+00:00,1126722413029281792,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,12,0.0,Neither,0.0,50.0,128.24746787307683
2024-07-09 11:51:23+00:00,1430385078576685068,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,94,0.0,Neither,0.0,50.0,227.69384458002705
2024-07-09 11:51:23+00:00,1804486063676854272,let shape future cryptocurrency together exirinfo cryptorevolution blockchain tokenization exirtokens nft metaverse ai exirworld transparency exirdotapp exirworlddotcom exirdotinfo popularity loyalty sociability pls comingsoon httpstcovq1pwpbbp9,0,1,12,0.8402,Both,0.8402,92.01,236.000990380036
2024-07-09 11:51:21+00:00,1409093135737622530,rt luigirfrm reformdao ensure generated liquidity securely directed towards active market making layer th,37,0,100,0.7717,Neither,0.7717,88.58,408.80737538179875
2024-07-09 11:51:15+00:00,990599492876423168,rt ikariharahara 因みに旧フェレリ現黒兎は今の画像生成aiはアウトになるじゃねーかとキレ散らかしてる 他のai信者は都合が悪いので徹底的に触れない 今の生成aiが手放し合法では無いない事がよく分かるので経産省ガイドラインは国の方針として読んでおいた方,465,0,9,0.0,Neither,0.0,50.0,115.12925464970229
2024-07-09 11:51:15+00:00,899078984,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,115,0.0,Neither,0.0,50.0,237.67950955531822
2024-07-09 11:51:14+00:00,1130927040,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,4244,0.0,Neither,0.0,50.0,417.6748549372724
2024-07-09 11:51:04+00:00,1789062520633720832,example taryn southern used ai create album ai model follow balancing ai human creativity crucial let keep creative control join artys factory community dedicated music artistic authenticity,0,0,2,0.8957,Capabilities,0.8957,94.79,104.13745884285014
2024-07-09 11:51:04+00:00,1789062520633720832,ai inspires new artistic direction innovation standardization producer fear losing artistic control concern justified automation might reduce job opportunity music uncertain future,0,0,2,0.4588,Both,0.4588,72.94,80.13278033545193
2024-07-09 11:50:35+00:00,1496249558606749705,rt carv_official thrilled announce weve raised 50m total funding carv building expansive modular data layer f,479,0,134,0.4404,Neither,0.4404,72.02,353.2778895431357
2024-07-09 11:50:24+00:00,1713417312,company us ai need institutional review boardcompanies use ai know need worry ethic start tend follow br 7wdata datastrategy,0,0,71893,-0.4404,Neither,-0.4404,27.98,312.8988875859564
2024-07-09 11:50:23+00:00,1759222291156832256,rt izutorishima 経産省から出たコンテンツ利用のための生成ai利活用ガイドブックを読んでるけどあまりにもデザインも情報設計も上手すぎるし ai 活用したい素人に見せる用資料の決定版やな httpstcogxucpgqonh http,301,0,15,0.0,Neither,0.0,50.0,138.62943611198907
2024-07-09 11:50:21+00:00,1705283154011910144,rt thegalox_ world first dust resistant foldables world first 3nm chip smartwatches longest update policy advanced sm,41,0,889,0.25,Neither,0.25,62.5,424.4513414203866
2024-07-09 11:50:13+00:00,1364897038798782464,経産省が公表したコンテンツ制作のための生成ai利活用ガイドブックを読みました 利活用ケースの紹介が豊富で面白いです 半分以上は法律面の留意点や対応策を書いていますがこれまでの政府での議論をベースにゲームアニメ広告の制作過程に沿って整理するなど httpstcovxerx2sgdw,0,0,198,0.0,Neither,0.0,50.0,264.66524123622463
2024-07-09 11:50:11+00:00,1767887134763954176,reformdao ensure generated liquidity securely directed towards active market making layer trading treasury transparency market making important ai algorithm enhance transaction efficiency enable processing larger data httpstcoci1yprgbxh,37,115,34350,0.8957,Both,0.8957,94.79,990.02338773833
2024-07-09 11:50:08+00:00,247645641,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,368,0.0,Neither,0.0,50.0,295.5398322020264
2024-07-09 11:50:06+00:00,285405708,rt martacantero regulating ai paper wchristmarsden ai coregulation published httpstcopb9hrijdgk,34,0,9851,0.0,Neither,0.0,50.0,459.77148796202147
2024-07-09 11:49:56+00:00,39635692,rt martacantero regulating ai paper wchristmarsden ai coregulation published httpstcopb9hrijdgk,34,0,2288,0.0,Neither,0.0,50.0,386.7935159976283
2024-07-09 11:49:53+00:00,1786197922171805696,rco paving way blockchaintrading etf one defi leader solid proof audit need kyc registration first trading ai powered earn staking blockchain defi crypto ai rcof x rcofinance website httpstcokoozjc8sg8 httpstcojmfejhl6hy,9,9,4,0.1531,Safety,-0.1531,42.34,68.14360121245981
2024-07-09 11:49:43+00:00,1629212461852250117,berserk_rules arghaano dis moi un truc tu peux mexpliquer rationnellement comment tu tai créé,0,1,15,0.0,Neither,0.0,50.0,138.62943611198907
2024-07-09 11:49:34+00:00,1712732656746569728,dougducksol maisonghost discover project setting new standard gpu ai get involved doug dougducksol memecoin ca bavuj8bntc79a8ahtxqi1euhccnqveu8ksbe4svcaahc,0,0,2,0.0,Safety,0.0,50.0,54.93061443340549
2024-07-09 11:49:25+00:00,1380674628,global generative ai financial service market size projected reach 13b 2033 growing cagr 27 company improving risk management fraud offering personalized service refining investment strategy msft googl aapl v nvda amd httpstcozeqj7lwhap,0,0,7,-0.3182,Capabilities,-0.3182,34.09,70.8881621558656
2024-07-09 11:49:22+00:00,375474419,set innovation cluster leverage publicly funded research build supply advanced research talent finalise ai regulatory framework budgetexpectation budgetwithficci arora3upasana finminindia nsitharaman nsitharamanoffc ddnewslive ddnewshindi httpstcohhmau6nwik httpstcopm6qxg27sa,1,1,216196,0.7506,Capabilities,0.7506,87.53,1075.21373281364
2024-07-09 11:49:04+00:00,1061791440773177344,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,319,0.0,Neither,0.0,50.0,288.4160497896886
2024-07-09 11:48:53+00:00,1166347355509133312,rt izutorishima 経産省から出たコンテンツ利用のための生成ai利活用ガイドブックを読んでるけどあまりにもデザインも情報設計も上手すぎるし ai 活用したい素人に見せる用資料の決定版やな httpstcogxucpgqonh http,301,0,672,0.0,Neither,0.0,50.0,325.5872664822364
2024-07-09 11:48:49+00:00,185947985,rt kurosawatomoki 経産省がまとめているコンテンツ制作のための生成ai利活用ガイドブックが最強だった 基礎実例著作権まわりなど全て抑えられている生成aiの教科書ですね httpstcomrofus9kbv httpstco6,313,0,839,0.0,Neither,0.0,50.0,336.67009459186795
2024-07-09 11:48:44+00:00,1416599237731618817,essay written gpt ai save precious life people drunken driving must aligned murder punishment dispensed accordingly interpretation law part judicial process httpstcob0fcswwtrs,0,0,867,-0.25,Safety,-0.25,37.5,253.73218929976312
2024-07-09 11:48:43+00:00,362669015,rt martacantero regulating ai paper wchristmarsden ai coregulation published httpstcopb9hrijdgk,34,0,1685,0.0,Neither,0.0,50.0,371.50570692809004
2024-07-09 11:48:31+00:00,1305914097297285120,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,46,0.0,Neither,0.0,50.0,192.50738008550292
2024-07-09 11:48:28+00:00,135848475,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,1218,0.0,Neither,0.0,50.0,355.2893064740636
2024-07-09 11:48:28+00:00,83562751,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,2628,0,365,-0.1779,Neither,-0.1779,41.1,242.59823000279616
2024-07-09 11:48:25+00:00,632059877,rt rrmatt5525 反aiさん経産省のガイドブックの表現に飛びついて例えばが読めてないだけではなく ガイドブックを読むための留意点60pの記載をガン無視してダメと言ってて草経産省はしっかり司法判断のケースバイケースですって明言してて更に草,29,0,1158,0.0,Neither,0.0,50.0,352.7656421669876
2024-07-09 11:48:18+00:00,2351838552,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,56,0.0,Neither,0.0,50.0,202.1525633917275
2024-07-09 11:48:16+00:00,1382593029601640448,rt rivalz_ai introducing kipprotocol unlocking digital property right ai granting creator fair share economic benefit,167,0,159,0.8316,Safety,-0.8316,8.42,42.73296352426882
2024-07-09 11:48:06+00:00,1341072248237506562,rt ikariharahara 因みに旧フェレリ現黒兎は今の画像生成aiはアウトになるじゃねーかとキレ散らかしてる 他のai信者は都合が悪いので徹底的に触れない 今の生成aiが手放し合法では無いない事がよく分かるので経産省ガイドラインは国の方針として読んでおいた方,465,0,45,0.0,Neither,0.0,50.0,191.43206982445474
2024-07-09 11:48:01+00:00,1542158863306301441,restaurant analogy better understand ai governance compare running restaurant inventory management creating menu overall restaurant management read article learn sasanalyticsexplorers sasadvocacyprogram httpstcouddmkywmzf httpstcoyhzmejftcy,0,0,66,0.6249,Safety,-0.6249,18.76,78.88003353977453
2024-07-09 11:48:00+00:00,308903720,rt martacantero regulating ai paper wchristmarsden ai coregulation published httpstcopb9hrijdgk,34,0,599,0.0,Neither,0.0,50.0,319.8464827608073
2024-07-09 11:47:52+00:00,1421300769374932992,paethals udah aku kasi damage control drabble ai hamil apa tdk cukup kak p psls kak pls lpslss kak,0,0,3904,-0.4404,Neither,-0.4404,27.98,231.39496548242056
2024-07-09 11:47:46+00:00,247477715,industry group unveils data provenance standard ai httpstcoo3uyrr7b0b httpstcoaamcgywjgb,0,0,1422,0.0,Safety,0.0,50.0,363.0261299044926
2024-07-09 11:47:41+00:00,1268894244850348034,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,2628,0,57,-0.1779,Neither,-0.1779,41.1,166.88420773345783
2024-07-09 11:47:25+00:00,1809192356480274432,mrcryptobuckets lynk0x dougducksol discover project setting new standard gpu ai get involved doug dougducksol memecoin ca bavuj8bntc79a8ahtxqi1euhccnqveu8ksbe4svcaahc,0,0,0,0.0,Safety,0.0,50.0,0.0
2024-07-09 11:47:24+00:00,6195402,rt martacantero regulating ai paper wchristmarsden ai coregulation published httpstcopb9hrijdgk,34,0,1385,0.0,Neither,0.0,50.0,361.7088589874924
2024-07-09 11:47:24+00:00,1353088217910665217,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,294,0.0,Neither,0.0,50.0,284.348767816991
2024-07-09 11:47:21+00:00,224962932,rt malaysiakini unleash power esg storytelling join u panel discussion industry leader malaysia explore,0,0,46,0.296,Neither,0.296,64.8,249.48956459081177
2024-07-09 11:47:19+00:00,3251366544,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,2628,0,433,-0.1779,Neither,-0.1779,41.1,249.60213035152665
2024-07-09 11:47:17+00:00,1783517748645244928,rt dexenetwork weve sharing vision dexeai daos week finally bundled ai excels digesting data wi,24,0,61,0.8074,Neither,0.8074,90.37,372.96913437652495
2024-07-09 11:47:09+00:00,715520477712637952,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,247,0.0,Neither,0.0,50.0,275.6714373082491
2024-07-09 11:47:08+00:00,1721258701372469248,rt amlivemon jensen get political risk trump macro 20 year ago bridgewater associate jensen trump policy political,8,0,215,-0.2732,Neither,-0.2732,36.34,195.33761733524258
2024-07-09 11:47:03+00:00,1648516804212592641,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,154,0.0,Neither,0.0,50.0,252.17125584596235
2024-07-09 11:46:54+00:00,87645081,経済産業省の本気 コンテンツ制作のための生成ai利活用ガイドブック httpstcojrodbqsrbb 202475公開 これはデザインもぶっ飛んでておもしろい 行政機関の発行しているpdfもなかなかですよ,0,1,2278,0.0,Neither,0.0,50.0,386.5746014622842
2024-07-09 11:46:52+00:00,127273215,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,2628,0,164,-0.1779,Neither,-0.1779,41.1,209.8543589773139
2024-07-09 11:46:51+00:00,1636395978482946048,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,46,0.0,Neither,0.0,50.0,192.50738008550292
2024-07-09 11:46:46+00:00,2268570066,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,140,0.0,Neither,0.0,50.0,247.43799451890837
2024-07-09 11:46:42+00:00,2365465166,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,125,0.0,Neither,0.0,50.0,241.8140953475739
2024-07-09 11:46:37+00:00,1353596172758261760,rt ikariharahara 因みに旧フェレリ現黒兎は今の画像生成aiはアウトになるじゃねーかとキレ散らかしてる 他のai信者は都合が悪いので徹底的に触れない 今の生成aiが手放し合法では無いない事がよく分かるので経産省ガイドラインは国の方針として読んでおいた方,465,0,410,0.0,Neither,0.0,50.0,300.9296607248117
2024-07-09 11:46:31+00:00,479892244,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,1043,0.0,Neither,0.0,50.0,347.5407384221292
2024-07-09 11:46:26+00:00,6519832,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,1488,0.0,Neither,0.0,50.0,365.29300163420044
2024-07-09 11:46:25+00:00,3998773154,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,2628,0,477,-0.1779,Neither,-0.1779,41.1,253.57100110539886
2024-07-09 11:46:25+00:00,1480234115043627012,rt maisi_erasmus empowering discussion global impact alumnimaisi student made wave playthegame_org 17 session 3 key,3,0,346,0.0,Neither,0.0,50.0,292.46623899734294
2024-07-09 11:46:18+00:00,1190262783469744129,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,835,0.0,Neither,0.0,50.0,336.4314306542351
2024-07-09 11:46:17+00:00,1490574021519618053,rt sazidma36598053 teamyoutube youtube channel first look removed alleged violation ive always followed guideline,1,0,0,-0.4939,Neither,-0.4939,25.3,0.0
2024-07-09 11:46:16+00:00,90662657,rt femtejuli chat control 2 sommaruppdatering europaparlamentet säger nej till chat control 2 alla des bärande delar eu min,24,0,446,0.0,Neither,0.0,50.0,305.1279297306785
2024-07-09 11:46:14+00:00,1733487006523768832,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,5,0.0,Neither,0.0,50.0,89.58797346140275
2024-07-09 11:46:12+00:00,1800031983910666240,sbl pioneering advancement medical robotics computer vision technology solution empower healthcare professional perform safer precise surgery setting new standard patient care learn httpstcoliek6ornqd roboticsurgery httpstcojthhnov94v,0,1,1,0.8519,Both,0.8519,92.6,64.18542891985093
2024-07-09 11:46:08+00:00,1712732656746569728,mrcryptobuckets jakegagain dougducksol discover project setting new standard gpu ai get involved doug dougducksol memecoin ca bavuj8bntc79a8ahtxqi1euhccnqveu8ksbe4svcaahc,0,0,2,0.0,Safety,0.0,50.0,54.93061443340549
2024-07-09 11:46:03+00:00,707463510,rt jtasioulas inaugurated ai ethic oxford blog earlier academic year great one leading figure ai,5,0,30049,0.6249,Neither,0.6249,81.24,837.6346014426229
2024-07-09 11:45:55+00:00,68091221,remember socalled alien referring holographic ai another psyop perhaps nothing go viral news random food thought artificialintelligence gone control selfclone online done many celebrity httpstcoktlavawcxn httpstcowtp4h1vip9,0,0,17939,0.0,Capabilities,0.0,50.0,489.73940678063934
2024-07-09 11:45:53+00:00,1807454181751672833,ocean protocol decentralized data exchange protocol enables secure privacypreserving scalable data sharing empowers data owner monetize data maintaining control usage blockchain ai datascience,0,0,1,0.6369,Capabilities,0.6369,81.84,56.72716525702592
2024-07-09 11:45:52+00:00,1193228117055291393,elonmusk never use electronic voting machine way trust someone control source code especially ai brazil shamelessly robbed,0,0,1633,0.1621,Neither,0.1621,58.1,429.869482601899
2024-07-09 11:45:44+00:00,1622239628,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,2628,0,270,-0.1779,Neither,-0.1779,41.1,230.24708353815572
2024-07-09 11:45:29+00:00,884768030,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,182,0.0,Neither,0.0,50.0,260.47430764207104
2024-07-09 11:45:26+00:00,17900290,rt martacantero regulating ai paper wchristmarsden ai coregulation published httpstcopb9hrijdgk,34,0,8929,0.0,Neither,0.0,50.0,454.85858369352724
2024-07-09 11:45:23+00:00,1396661714725183489,rt kurosawatomoki 経産省がまとめているコンテンツ制作のための生成ai利活用ガイドブックが最強だった 基礎実例著作権まわりなど全て抑えられている生成aiの教科書ですね httpstcomrofus9kbv httpstco6,313,0,6,0.0,Neither,0.0,50.0,97.29550745276566
2024-07-09 11:45:21+00:00,3192220140,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,822,0.0,Neither,0.0,50.0,335.6478100338535
2024-07-09 11:45:21+00:00,1429498470,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,1110,0.0,Neither,0.0,50.0,350.65078948198146
2024-07-09 11:45:16+00:00,87645081,経済産業省の本気 コンテンツ制作のための生成ai利活用ガイドブック httpstcojrodbqsrbb 202475公開 これはデザインもぶっ飛んででおもしろい 行政機関の発行しているpdfもなかなかですよ,0,0,2278,0.0,Neither,0.0,50.0,386.5746014622842
2024-07-09 11:45:16+00:00,867715407456509953,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,39,0.0,Neither,0.0,50.0,184.4439727056968
2024-07-09 11:44:53+00:00,1363848719158763527,rt rrmatt5525 反aiさん経産省のガイドブックの表現に飛びついて例えばが読めてないだけではなく ガイドブックを読むための留意点60pの記載をガン無視してダメと言ってて草経産省はしっかり司法判断のケースバイケースですって明言してて更に草,29,0,2551,0.0,Neither,0.0,50.0,392.23163222323404
2024-07-09 11:44:49+00:00,264367035,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,166,0.0,Neither,0.0,50.0,255.89969062083776
2024-07-09 11:44:45+00:00,1757010023526322176,neuralink get fda green light test brain implant human neuralink fdaapproval brainimplant neurotechnology elonmusk futuretech science medicine disability ethic ai httpstcoquoxt7pnkb,0,0,6,0.0,Capabilities,0.0,50.0,97.29550745276566
2024-07-09 11:44:44+00:00,1772434176022855680,rt ducaneko 内閣府ai推進会議と経産省とでいってること全然違うんだけどどうなってるの 絵師視点では経産省の方が納得感がある技術的に丸パクリ画像出力を阻止する機能がないなら運用でカバーしろ コンテンツ制作のための生成ai利活用ガイドブック経済産業省 ht,1,0,84,0.0,Neither,0.0,50.0,222.13256282451584
2024-07-09 11:44:37+00:00,285405708,rt natlawreview cnil publishes new set guideline development ai system httpstcogvalx3hsi7 france ai law mileni,1,0,9851,0.0,Neither,0.0,50.0,459.77148796202147
2024-07-09 11:44:34+00:00,1490574021519618053,teamyoutube youtube channel first look removed alleged violation ive always followed guideline focus ai lookbooks featuring fashion art many similar channel remain active please reconsider channel mean lot audience,1,1,0,0.2023,Neither,0.2023,60.11,0.0
2024-07-09 11:44:28+00:00,1809192356480274432,mrcryptobuckets lynk0x dougducksol discover project setting new standard gpu ai get involved doug dougducksol memecoin ca bavuj8bntc79a8ahtxqi1euhccnqveu8ksbe4svcaahc,0,0,0,0.0,Safety,0.0,50.0,0.0
2024-07-09 11:44:26+00:00,68091221,remember socalled alien referring holographic ai another psyop perhaps nothing go viral news random food thought artificialintelligence gone control selfclone online done many celebrity httpstconmmjpuhsja httpstcoxce38verae,0,0,17939,0.0,Capabilities,0.0,50.0,489.73940678063934
2024-07-09 11:44:02+00:00,951558093652938752,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,39,0.0,Neither,0.0,50.0,184.4439727056968
2024-07-09 11:43:52+00:00,1579330125325295617,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,7,0.7906,Both,0.7906,89.53,186.1724012265957
2024-07-09 11:43:52+00:00,1779789331919470592,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,2,0.7906,Both,0.7906,89.53,98.35875820445587
2024-07-09 11:43:52+00:00,1776563705762775040,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,6,0.7906,Both,0.7906,89.53,174.2173356449222
2024-07-09 11:43:52+00:00,1771809108062040064,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,79,0.7906,Both,0.7906,89.53,392.3228446023526
2024-07-09 11:43:51+00:00,1732669660372324352,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,21,0.7906,Both,0.7906,89.53,276.74103084917004
2024-07-09 11:43:51+00:00,1764145494488760321,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,14,0.7906,Both,0.7906,89.53,242.45173450468087
2024-07-09 11:43:51+00:00,1731082501576085504,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,22,0.7906,Both,0.7906,89.53,280.72079715213675
2024-07-09 11:43:51+00:00,1776262428596084737,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,0,0.7906,Both,0.7906,89.53,0.0
2024-07-09 11:43:51+00:00,1779650231128207360,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,0,0.7906,Both,0.7906,89.53,0.0
2024-07-09 11:43:51+00:00,1579919997731749888,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,2,0.7906,Both,0.7906,89.53,98.35875820445587
2024-07-09 11:43:51+00:00,1586315565966180353,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,2,0.7906,Both,0.7906,89.53,98.35875820445587
2024-07-09 11:43:51+00:00,1764188790267297792,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,13,0.7906,Both,0.7906,89.53,236.2748027204541
2024-07-09 11:43:50+00:00,1733232798750920704,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,34,0.7906,Both,0.7906,89.53,318.3103119451472
2024-07-09 11:43:50+00:00,1776925598134226944,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,50,0.7906,Both,0.7906,89.53,352.0163488978089
2024-07-09 11:43:50+00:00,1732451689792217088,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,48,0.7906,Both,0.7906,89.53,348.4346712898444
2024-07-09 11:43:50+00:00,1731059783120158720,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,8,0.7906,Both,0.7906,89.53,196.71751640891173
2024-07-09 11:43:50+00:00,1771578938973622272,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,39,0.7906,Both,0.7906,89.53,330.2653775268207
2024-07-09 11:43:49+00:00,1776447110474289152,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,0,0.7906,Both,0.7906,89.53,0.0
2024-07-09 11:43:49+00:00,1771488507518955520,rt swasicom_ai ai enhances web30 marketplace improving efficiency transparency automates matching smart contract supp,21,0,16,0.7906,Both,0.7906,89.53,253.65759069335303
